food_name_in_french,saturated_fats_in_g_for_100g,monounsaturated_fats_in_g_for_100g,polyunsaturated_fats_in_g_for_100g,butyric_acid_4_0_in_g_for_100g,caproic_acid_6_0_in_g_for_100g,caprylic_acid_8_0_in_g_for_100g,capric_acid_10_0_in_g_for_100g,lauric_acid_12_0_in_g_for_100g,myristic_acid_14_0_in_g_for_100g,palmitic_acid_16_0_in_g_for_100g,stearic_acid_18_0_in_g_for_100g,oleic_acid_18_1_n_9_in_g_for_100g,linoleic_acid_18_2_n_6_in_g_for_100g,alpha_linolenic_acid_18_3_n_3_in_g_for_100g,arachidonic_acid_20_4_n_6_in_g_for_100g,eicosapentaenoic_acid_20_5_n_3_in_g_for_100g,docosahexaenoic_acid_22_6_n_3_in_g_for_100g,cholesterol_in_mg_for_100g
Chips de maïs ou tortilla chips,,,,,,,,,,,,,,,,0.0,0.0,0.0
"Biscuit apéritif soufflé, à base de pomme de terre",,,,,,0.0,0.0,0.0,,,,,,,,,,
"Biscuit apéritif, mini bretzel ou sticks",,,,,,,,,,,,,,,,,,
"Biscuit apéritif soufflé, à base de pomme de terre et de soja",,,,,,,,,,,,,,,,,,
Biscuit apéritif (aliment moyen),,,,,,,,1.0,,,,,,,,,,12.0
"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",,,,,,,,,,,,,,,,,,
"Biscuit apéritif, crackers, garni ou fourré, au fromage",,,,,,,,,,,,,,,,,,0.0
"Biscuit apéritif, crackers, nature",,,,,,,,,,,,,,,0.0,0.0,0.0,
"Biscuit apéritif, crackers, nature, allégé en matière grasse",,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",,,,,,,0.0,,,,,,,,0.0,,,
"Biscuit apéritif à base de pomme de terre, type tuile salée",,,,,,,,,,,,,,,,,,
"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",,,,,,,,,,,,,,,,,,
Biscuit apéritif feuilleté,,,,,,,,,,,,,,,,,,
"Crêpe dentelle (pour apéritif) au fromage, préemballée",,,,,,,,,,,,,,,,,,
Fécule de pomme de terre,,,,,,,,,,,,,,,,,,0.0
Flocon d'avoine,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
Farine de blé tendre ou froment T110,,,,,,,,,,,,,,,,,,0.0
Farine de blé tendre ou froment T150,,,,,,,,,,,,,,,,,,
Farine de blé tendre ou froment T65,,,,,,,,,,,,,,,,,,
Farine de blé tendre ou froment T55 (pour pains),,,,,,,,,,,,,,,,,,0.0
Farine de blé tendre ou froment avec levure incorporée,,,,,,,,,,,,,,,,,,
Farine de blé tendre ou froment T45 (pour pâtisserie),,,,,,,0.0,,,,,,,,,,,0.0
Farine de blé tendre ou froment T80,,,,,,,,,,,,,,,,,,
Farine d'épeautre (grand épeautre),,,,,,,,,,,,,,,,,,
Amidon de maïs ou fécule de maïs,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0
Farine de riz,,,,,,,,,,,,,,,,,,0.0
Farine de seigle T170,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0
Farine de seigle T85,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0
Farine de seigle T130,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
Farine de sarrasin,,,,,,,,,,,,,,,0.0,0.0,,0.0
Farine de maïs,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0
Farine d'orge,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
Farine de millet,,,,,,,,,,,,,,,,,,
Farine de pois chiche,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0
Farine de soja,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
Amidon de riz,,,,,,,,,,,,,,,,,,
"Pâte à pizza fine, crue",,,,,,,,,,,,,,,,,,
"Pâte brisée, crue",,,,,,,,,,,,,,,0.0,,,
"Pâte brisée, matière grasse végétale, cuite",,,,,,,0.0,0.0,,,,,,,,,,
"Pâte brisée, pur beurre, crue",,,,,,,,,,,,,,,,,,
"Pâte brisée, pur beurre, surgelée, crue",,,,,,,,,,,,,,,,,,
"Pâte brisée, pur beurre, cuite",,,,,,,,,,,,,,,,,,
"Pâte feuilletée, matière grasse végétale, crue",,,,,,,,,,,,,,,0.0,,0.0,15.0
"Pâte feuilletée, surgelée, crue",,,,,,,,,,,,,,,,,,
"Pâte feuilletée, cuite",,,,,,,,,,,,,,,,,,
"Pâte feuilletée pur beurre, crue",,,,,,,,,,,,,,,,,,
"Pâte feuilletée pur beurre, surgelée crue",,,,,,,,,,,,,,,,,,
"Pâte feuilletée pur beurre, cuite",19.0,,,,,,,,,,,,,,,,,
"Feuille de brick, cuite à sec sans matière grasse",,,,,,,,,,,,,,,,,,
"Pâte sablée, crue",,,,,,,,,,,,,,,,,,
"Pâte sablée, cuite",,,,,,,,,,,,,,,,,,
"Pâte sablée pur beurre, crue",,,,,,,,,,,,,,,,,,
"Pâte phyllo ou Pâte filo, crue",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0
"Pâte sablée pur beurre, surgelée, crue",12.0,,,,,,,,,,,,,,,,,
"Pâte sablée pur beurre, cuite",,,,,,,,,,,,,,,,,,
Pâte à pizza crue,,,,,,,,,,,,,,,,,,
"Khatfa feuille de brick, préemballée",,,,,,,,,,,,,,,,,,
Pâte à pizza cuite,,,,,,,,,,,,,,,,,,
"Viande blanche, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,
"Viande rouge, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,
Viande cuite (aliment moyen),3.0,,,,,,,,,,,,,,,,,
"Volaille, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,
"Boeuf, entrecôte, partie maigre, grillée/poêlée",,,,0.0,0.0,0.0,,,,,,,,,,,,45.0
"Boeuf, braisé",,,,,,,,,,,,,,,,,,
"Boeuf, gîte à la noix, cuit",,,,,,,,,,,,,,,,,,
"Boeuf, faux-filet, rôti/cuit au four",,,,,,,,,,,,,,,,,,
"Boeuf, faux-filet, grillé/poêlé",,,,0.0,0.0,0.0,,,,,,,,,,,,60.0
"Boeuf, plat de côtes, braisé",,,,0.0,0.0,0.0,,,,,,,,,,,,66.0
"Boeuf, hampe, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Boeuf, joue, braisée ou bouillie",,,,,,,,,,,,,,,,,,
"Boeuf, jarret, bouilli/cuit à l'eau",,,,,,,,,,,,,,,,,,50.0
"Boeuf, tende de tranche, grillée/poêlée",,1.0,,,,,,0.0,,,,,,,,,,
"Boeuf, tende de tranche, rôtie/cuite au four",,,,,,,,0.0,,,,,,,,,,
"Boeuf, steak ou bifteck, grillé",,,,,,,,,,,,,,,,,,
"Boeuf, onglet, grillé",,,,,,,,,,,,,,,,,,76.0
"Boeuf, rumsteck, grillé",,,,,,,,,,,,,,,,,,35.0
"Boeuf, boule de macreuse, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Boeuf, rosbif, rôti/cuit au four",,,,,,,,,,,,,,,,,0.0,
"Boeuf, bavette d'aloyau, grillée/poêlée",,,,,,,,,,,,,,,,,,53.0
"Boeuf, boule de macreuse, rôtie/cuite au four",,,,,,,,,,,,,,,,,,
"Boeuf, à bourguignon ou pot-au-feu, cuit",,,,,,,,,,,,,,,,,,75.0
"Boeuf, collier, braisé",,,,,,,,,,,,,,,,,,59.0
"Boeuf, steak haché 5% MG, cuit",,,,0.0,0.0,0.0,,,,,,,,,,,,88.0
"Boeuf, steak haché 10% MG, cuit",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,88.0
"Boeuf, steak haché 15% MG, cuit",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Boeuf, steak haché 20% MG, cuit",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
"Boeuf, steak haché, cuit (aliment moyen)",,,,0.0,0.0,0.0,,,,,,,,,,,,
"Boeuf, paleron, braisé ou bouilli",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,113.0
"Boeuf, queue, bouillie/cuite à l'eau",,,,,,,,,,,,,,,,,,82.0
"Veau, côte, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Veau, carré, sauté/poêlé",,,,,,,,,,,,,,,,,,94.0
"Veau, escalope, cuite",,,,,,,,,,,,,,,,,,75.0
"Veau, noix, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Veau, noix, rôtie",,,,,,,,,,,,,,,,,,
"Veau, filet, rôti/cuit au four",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,103.0
"Veau, rôti, cuit",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,103.0
"Veau, épaule, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Veau, épaule, braisée ou bouillie",,,,,,,,,,,,,,,,,,
"Veau, viande, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,
"Veau, jarret, braisé ou bouilli",,,,,,,,,,,,,,,,,,84.0
"Veau, tête, bouillie/cuite à l'eau",,,,,,,,,,,,,,,,,,102.0
"Veau, collier, braisé ou bouilli",,,,,,,,,,,,,,,,,,79.0
"Porc, longe, cuite",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,82.0
"Porc, palette, crue",,,,,,,,,,,,,,,,,,
"Porc, épaule, cuite",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,104.0
"Porc, côte, grillée",,,,,,,,,,,,,,,,,,
"Porc, rouelle de jambon, cuite",,,,,,,,,,,,,,,,,,
"Porc, carré, cuit",,,,,,,,,,,,,,,,,,
"Porc, filet, maigre, en rôti, cuit",,,,,,,,,,,,,,,,,,
"Porc, filet mignon, cuit",,,,,,,,,,,,,,,,,,
"Porc, viande, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,78.0
"Porc, rôti, cuit",,,,0.0,0.0,0.0,,,,,,,,,,,,
"Porc, travers, braisé",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
"Porc, échine, rôtie/cuite au four",,,,,,,,,,,,,,,,,,
"Porc, escalope de jambon, cuite",,,,,,,,,,,,,,,,,,
"Poulet, cuisse, viande et peau, rôtie/cuite au four",,,,,,,,,,,,,,,,,,122.0
"Poulet, viande et peau, rôti/cuit au four",,,,0.0,0.0,0.0,,,,,,,,,,,,117.0
"Poulet, cuisse, viande, rôti/cuit au four",,,,,,,,,,,,,,,,,,112.0
"Poulet, filet, sans peau, sauté/poêlé",,,,,,,,,,,,,,,,,,
"Poulet, cuisse, viande, bouilli/cuit à l'eau",,,,,,,,,,,,,,,,,,133.0
"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau",,,,,,,,,,,,,,,,,,127.0
"Poulet, poitrine, viande et peau, rôti/cuit au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,84.0
"Poulet, aile, viande et peau, rôti/cuit au four",,,,0.0,0.0,0.0,,,,,,,,,,,,141.0
"Poulet, filet, sans peau, sauté/poêlé, bio",,,,,,,,,,,,,,,,,,
"Dinde, viande, rôtie/cuite au four",,,,0.0,0.0,0.0,,,,,,,,,,,,101.0
"Dinde, escalope, sautée/poêlée",,,,,,,,,,,,,,,,,,
"Dinde, escalope, rôtie/cuite au four",1.0,,,0.0,0.0,0.0,,,,,,,,,,,,80.0
"Agneau, côtelette, grillée",,,,,,,,,,,,,,,,,,
"Agneau, gigot, rôti/cuit au four",,,,,,,,,,,,,,,,,,
"Agneau, épaule, rôtie/cuite au four",,,,,,,,,,,,,,,,,,
"Agneau, épaule, maigre, rôtie/cuite au four",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,87.0
"Agneau, collier, braisé ou bouilli",,,,,,,,,,,,,,,,,,93.0
"Agneau, côte filet, grillée/poêlée",,,,,,,,,,,,,,,,,,86.0
"Agneau, côte première, grillée/poêlée",,,,,,,,,,,,,,,,,,90.0
"Agneau, selle, partie maigre, rôtie/cuite au four",,,,0.0,0.0,0.0,,,,1.0,,,,,,0.0,,91.0
"Agneau, gigot, grillé/poêlé",,,,,,,,,,,,,,,,,,
"Agneau, gigot, braisé",,,,,,,,,,,,,,,,,,
"Agneau, selle, partie maigre, grillée/poêlée",,,,,,,,,,,,,,,,,,
"Agneau, côte ou côtelette, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,86.0
"Agneau, viande, cuite (aliment moyen)",,,,,,,,,,,,,,,,,,
"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",,,,,,,,,,,,,,,,,,86.0
"Chevreuil, rôti/cuit au four",,,,,,,,0.0,,,,,,,,,,112.0
"Sanglier, rôti/cuit au four",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,77.0
"Cerf, rôti/cuit au four",,,,,,,0.0,0.0,,,,,,,,,,112.0
"Gibier à poil, cuit (aliment moyen)",,,,,,,0.0,0.0,,,,,,,,,,
"Faisan, viande, rôtie/cuite au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,89.0
"Gibier à plumes, viande, cuit (aliment moyen)",,,,,,,,,,,,,,,,,,109.0
"Cheval, viande, rôtie/cuite au four",,,,,,,,,,,,,,,,,,
"Cheval, tende de tranche, grillée/poêlée",,,,,,,,,,,,,,,,,0.0,
"Cheval, faux-filet, grillé/poêlé",,,,,,,,,,,,,,,,,0.0,
"Cheval, entrecôte, grillée/poêlée",,,,,,,,,,,,,,,,,0.0,
"Cheval, faux-filet, rôti/cuit au four",,,,,,,,,,,,,,,,,0.0,
"Cheval, tende de tranche, rôtie/cuite au four",,,,,,,,,,,,,,,,,0.0,
"Chevreau, cuit",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,75.0
"Lapin, viande braisée",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,86.0
"Lapin, viande cuite",,,,,,,,,,,,,,,,,,
"Lapin de garenne, viande, cuite",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,123.0
"Chapon, viande et peau, rôti/cuit au four",,,,,,,0.0,,,,,,,,,,,86.0
"Caille, viande et peau, cuite",,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,86.0
"Canard, viande et peau, rôti/cuit au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,84.0
"Canard, viande, rôtie/cuite au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,119.0
"Canard, magret, grillé/poêlé",,,,,,,,,,,,,,,,,,106.0
"Oie, viande, rôtie/cuite au four",,,,,,,0.0,,,,,,,,,0.0,0.0,96.0
"Oie, viande et peau, rôtie/cuite au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,91.0
"Pigeon, viande, rôtie/cuite au four",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,116.0
"Autruche, viande cuite",,,,,,,,,,,,,,,,,,83.0
"Cervelle, agneau, cuite",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,2040.0
"Cervelle, porc, braisée",,,,,,,,,,,,,,,,,,2430.0
"Cervelle, veau, cuite",,,,,,,,,,,,,,,,,,3100.0
"Coeur, boeuf, cuit",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,142.0
"Coeur, poulet, cuit",,,,,,,0.0,0.0,,,,,,,,0.0,0.0,242.0
"Coeur, dinde, cuit",,,,0.0,0.0,0.0,,,,,,,,,,,,359.0
"Coeur, agneau, cuit",,,,,,,,,,,,,,,,,,249.0
"Foie, agneau, cuit",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,235.0
"Foie, génisse, cuit",,,,,,,,,,,,,,,,,,204.0
"Foie, veau, cuit",,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,0.0,288.0
"Foie, volaille, cuit",,,,,,,,,,,,,,,,,,478.0
"Foie, porc, cuit",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,355.0
"Foie, poulet, cuit",,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,563.0
"Foie, dinde, cuit",,,,0.0,0.0,0.0,,,,,,,,,,,,648.0
"Langue, veau, cuite",,,,,,,,,,,,,,,,,,162.0
"Langue, boeuf, cuite",,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,145.0
"Ris, agneau, cuit",,,,,,,,,,,,,,,,,,400.0
"Ris, veau, braisé ou sauté/poêlé",,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,275.0
"Rognon, cuit (aliment moyen)",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,440.0
"Rognon, boeuf, cuit",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,436.0
"Rognon, porc, cuit",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,480.0
"Rognon, agneau, braisé",,,,,,,,,,,,,,,,,,565.0
"Rognon, veau, braisé ou sauté/poêlé",,,,,,,,,,,,,,,,,,396.0
"Abat, cuit (aliment moyen)",,,,,,,,,,,,,,,,,,322.0
"Gésier, canard, confit, appertisé",,,,,,,,,,,,,,,,,,355.0
"Boeuf, côte, crue",,,,,,,,,,,,,,,,,,
"Boeuf, épaule, crue",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,65.0
"Boeuf, basse-côte, crue",,,,,,,,,,,,,,,,,,
"Boeuf, gîte à la noix, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,68.0
"Boeuf, entrecôte, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,69.0
"Boeuf, rond de gîte, cru",,,,,,,,,,,,,,,,,,
"Boeuf, faux-filet, cru",,,,,,,,,,,,,,,,,,
"Boeuf, filet, cru",,,,,,,,,,,,,,,,,,
"Boeuf, plat de côtes, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,76.0
"Boeuf, hampe, crue",,,,0.0,0.0,0.0,,,,,,,,,,,,71.0
"Boeuf, joue, crue",,,,,,,,,,,,,,,,,,
"Boeuf, jarret, cru",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,59.0
"Boeuf, tende de tranche, crue",,,,0.0,0.0,0.0,,0.0,,,,,,,,,,
"Boeuf, steak ou bifteck, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,67.0
"Boeuf, boule de macreuse, crue",,,,,,,,,,,,,,,,,,59.0
"Boeuf, onglet, cru",,,,,,,,,,,,,,,,,,
"Boeuf, rumsteck, cru",,,,0.0,0.0,0.0,,,,,,,,,,,,63.0
"Boeuf, bavette d'aloyau, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,65.0
"Boeuf, à bourguignon ou pot-au-feu, cru",,,,,,,,,,,,,,,,,,
"Boeuf, collier, cru",,,,,,,,,,,,,,,,,,
"Boeuf, steak haché 5% MG, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,62.0
"Boeuf, steak haché 10% MG, cru",,,,0.0,0.0,0.0,0.0,,,,1.0,,,,,0.0,0.0,65.0
"Boeuf, steak haché 15% MG, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,67.0
"Boeuf, steak haché 20% MG, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,71.0
"Boeuf, paleron, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,67.0
"Boeuf, queue, crue",,,,,,,,,,,,,,,,,,
"Veau, côte, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,82.0
"Veau, carré, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,82.0
"Veau, escalope, crue",,,,,,,,,,,,,,,,,,
"Veau, noix, crue",,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,78.0
"Veau, filet, cru",,,,,,,,,,,,,,,,,,
"Veau, steak haché 20% MG, cru",,,,,,,,,,,,,,,,,,
"Veau, steak haché 15% MG, cru",,,,,,,,,,,,,,,,,,
"Veau, poitrine, crue",,,,,,,,,,,,,,,,,,71.0
"Veau, rôti, cru",,,,,,,0.0,,,,,,,,,,,
"Veau, épaule, crue",,,,,,,0.0,,,,,,,,,,,86.0
"Veau, pied, cru",,,,,,,,,,,,,,,,,,
"Veau, jarret, cru",,,,,,,,,,,,,,,,,,
"Veau, collier, cru",,,,,,,,,,,,,,,,,,
"Porc, épaule, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,,
"Porc, poitrine, crue",,,2.0,,,,,,,,,,,,0.0,0.0,,
"Porc, longe, crue",,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,64.0
"Porc, jarret, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,,67.0
"Porc, côte, crue",,,,0.0,0.0,,,,,,,,,,,0.0,,
"Porc, rouelle de jambon, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,,58.0
"Porc, carré, cru",,,,,,,,,,,,,,,,,,47.0
"Porc, filet, maigre, cru",,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,
"Porc, filet mignon, cru",,,,0.0,0.0,0.0,,,,,,,,,,,0.0,
"Porc, rôti, cru",,,,,,,,,,,,,,,,,,
"Porc, échine, crue",,,,,,,,,,,,,,,,,,66.0
"Porc, travers, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
"Porc, escalope de jambon, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
"Porc, bardière découennée, crue",,,,,,,,,,,,,,,,,,
"Porc, gorge, découennée, crue",16.0,,,,,,,,,,,,,,,,,
"Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru",,,,,,,,,,,,,,,,,,
"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru",,,,,,,,,,,,,,,,,,
"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru",,,,,,,,,,,,,,,,,,
"Porc, maigre 90/10, cru",,,,,,,,,,,,,,,,,,
"Porc, maigre 80/20, cru",,,,,,,,,,,,,,,,,,
"Porc, palette, découennée, dégraissée, désossée, crue",,,,,,,,,,,,,,,,,,
"Porc, poitrine cutter, sans mouille, crue",,,,,,,,,,,,,,,,,,
"Porc, rôti filet avec chaînette, cru",,,,,,,,,,,,,,,,,,
"Poulet, cuisse, viande et peau, cru",,,,,,,,,,,,,,,,,,
"Poulet, viande, crue",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Poulet (var. blanc), viande et peau, cru",,,,,,,,,,,,,,,,,,99.0
"Poulet fermier, viande et peau, cru",,,,,,,,,,,,,,,,,,
"Poulet, viande et peau, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Poulet, filet, sans peau, cru",,,,,,,,,,,,,,,,,,66.0
"Poulet, haut de cuisse, viande, cru",,,,,0.0,,,,,,,,,,,,,94.0
"Poulet éviscéré sans abats, cru",,,,,,,,,,,,,,,,,,
"Poulet, pilon, cru",,,2.0,,0.0,,,,,,,,,,,,,88.0
"Poulet, aile, viande et peau, cru",,,,,,,,,,,,,,,,,,114.0
"Poulet, cuisse, viande, cru",,,,,0.0,,0.0,,,,,,,,,,,81.0
"Poulet, poitrine, viande et peau, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,64.0
"Poulet, cuisse, viande et peau, cru, bio",,,,,,,,,,,,,,,,,,88.0
"Poulet, cuisse, viande et peau, cru, label rouge",,,,,,,,,,,,,,,,,,
"Poulet, filet, sans peau, cru, bio",,,,,,,,,,,,,,,,,,
"Poulet, filet, sans peau, cru, label rouge",,,,,,,,,,,,,,,,,,
"Dinde, viande et peau, crue",,,,0.0,0.0,0.0,,,,,,,1.0,,,,,68.0
"Dinde, viande, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,,
"Dinde, escalope, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,,57.0
"Dinde, cuisse, viande et peau, crue",,,,0.0,0.0,,,,,,,,,,,,,79.0
"Dinde, cuisse, viande sans peau, crue",,,,0.0,0.0,0.0,,,,,,,,,,,,79.0
"Dinde, aile, crue",,,,,,,0.0,,,,,,,,,0.0,,70.0
"Mouton, viande, crue",,,,,,,,,,,,,,,,,,
"Mouton, épaule, crue",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,78.0
"Mouton, pied, cru",,,,,,,,,,,,,,,,,,
"Mouton, tête, crue",,,,,,,,,,,,,,,,,,
"Mouton, gigot, cru",,,,,,,,,,,,,,,,,,
"Agneau, côtelette, crue",,13.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,82.0
"Agneau, gigot, cru",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
"Agneau, épaule, crue",,,,,,,,,,,,,,,,,,
"Agneau, épaule, maigre, crue",,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,66.0
"Agneau, collier, cru",,,,,,,,,,,,,,,,,,
"Agneau, selle, crue",,,,,,,,,,,,,,,,,,78.0
"Agneau, côte filet, crue",,,,,,,,,,,,,,,,,,
"Agneau, côte première, crue",10.0,,,,,,,,,,,,,,,,,
"Agneau, côte ou côtelette, crue (aliment moyen)",,,,,,,,,,,,,,,,,,
"Agneau, côte découverte, crue",,,,,,,,,,,,,,,,,,
"Sanglier, cru",,,,,,,,,,,,,,,,,,63.0
"Lièvre, viande crue",,,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,0.0,60.0
"Chevreuil, cru",1.0,,,,,,,,,,,,,,,,,
"Cerf, cru",,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,85.0
"Faisan, viande, cru",,,,,,,0.0,,,,,,,,0.0,0.0,0.0,
"Faisan, viande et peau, cru",,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,71.0
"Cheval, viande, crue",,,,,,,,,,,,,,,,,,75.0
"Cheval, steak, cru",,,,,,,,,,,,,,,,,,52.0
"Cheval, tende de tranche, crue",,,,,,,,,,,,,,,,,,
"Cheval, faux-filet, cru",,,,,,,,,,,,,,,,,,
"Cheval, entrecôte, crue",,,,,,,,,,,,,,,,,,
"Chevreau, cru",,,,,,,0.0,0.0,,,,,,,,,,57.0
"Lapin, viande crue",,,,,,,,,,,,,,,,0.0,,
"Lapin de garenne, viande, crue",,,,,,,,,,,,,,,,,,81.0
"Poule, viande et peau, crue",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,72.0
"Poule, viande ,crue",,,,0.0,0.0,0.0,0.0,,,,,,,,,,,64.0
"Poule, cuisse, crue",,,,,0.0,,,,,,,,,,,,,83.0
"Chapon, viande et peau, cru",,,,,,,,,,,,,,,,,,75.0
"Caille, viande et peau, crue",,,,,,,,,,,,,,,,,,76.0
"Caille, viande, crue",,,,,,,0.0,,,,,,,,,,0.0,70.0
"Canard, viande, crue",,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,77.0
"Canard, cuisse avec peau, sans os, crue",,,,,,,,,,,,,,,,,,
"Canard, viande et peau, cru",,,,,,,,,,,,,,,,,,
"Canard, magret, cru",,,,,,,,,,,,,,,,,,
"Oie, viande crue",,,,,,,0.0,,,,,,,,0.0,0.0,0.0,84.0
"Oie, viande et peau, crue",,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,80.0
"Pigeon, cru",,,,,,,0.0,0.0,,,,,,0.0,,,,
"Pintade, crue",,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
"Pintade, poitrine, crue",,,,,,,,,,,,,,,,,,57.0
"Pintade, cuisse, crue",,,,,,,,,,,,,,,,,,70.0
